id,texto
1255,policial é preso acusado de facilitar fuga na ba: preso recapturado teria dito que agente receberia r$ 25 mil. policial está detido na corregedoria e nega participação.
1098,merkel adverte rússia sobre consequências de ação na ucrânia. chanceler alemã defendeu solução com os príncipios do século xxi. ela é considerada a figura mais influente da ue na crise da crimeia.
339,"passageiros temem assaltos durante viagens de ônibus no paraná. o medo virou rotina dos passageiros que precisam viajar de ônibus à noite com destino à região de foz do iguaçu, no oeste do paraná. a rota, que é conhecida pela grande quantidade de ônibus de sacoleiros que precisam passar pelo trecho, virou alvo de assaltantes."
1959,duas toneladas de lixo hospitalar e remédios são achadas em lixão do am. medicamentos dentro do prazo de validade foram descartados no lixo. órgãos irão investigar responsabilidade também por crime ambiental.
1775,"quero desentulhar a uti, diz médica suspeita de matar pacientes. segundo a investigação, virgínia, presa na terça (19), “antecipava óbitos”, principalmente de pacientes internados pelo sistema único de saúde (sus)."
114,"anp condena discurso de netanyahu e rejeita novas imposições: para autoridade nacional palestina, refugiados não foram considerados. movimento islâmico hamas também condenou o discurso deste domingo."
889,"eros grau renuncia ao cargo de ministro do tse: pedido de renúncia foi enviado ao presidente do tse, ayres britto. gabinete de eros diz que ele quer se dedicar mais aos processos do stf."
1408,kerry e lavrov fazem última reunião antes do referendo da crimeia. secretário dos eua e chanceler russo estão reunidos este é o quarto encontro dos dois em uma semana.
209,prefeitura de sp decide adiar retorno às aulas na rede municipal: estudantes voltarão às escolas no dia 17 de agosto. medida foi tomada por causa da nova gripe.
1793,suspeitos de agredir e atear fogo em homem são detidos em luiz antônio. bando foi identificado após o crime e confessou ter agido por vingança. vítima permanece internada no hospital das clínicas de ribeirão preto.
1688,"china vira principal comprador dos produtos brasileiros: em março, país desbancou eua como principal destino de exportações. com crise, governo chinês injeta quase us$ 600 bilhões na economia."
97,"dono pede a usuários que fumem maconha no seu bar em washington. frank schnarr diz que não gosta da erva, mas quer faturar com nova lei. autoridades e advogados não sabem ao certo se procedimento é legal."
894,onda de manifestações toma capital do irã por conta de resultados eleitorais: opositores apelaram contra a reeleição de mahmoud ahmadinejad. presidente reuniu milhares de pessoas para comemorar vitória.
429,"fim de semana deve ter temperatura baixa na maior parte do país: segundo cptec/inpe, sudeste terá tempo nublado, inclusive no litoral. temperatura no sul continuará baixa, principalmente na região serrana."
1390,torcedora de 2 anos canta o hino nacional completo; veja vídeo. evellyn miranda aprendeu letra na escola e também recebeu ajuda dos pais. mãe postou imagens na internet e diz que garota quer tudo verde e amarelo.
545,"japão volta a ter deflação e vê salto do desemprego: índice de preços ao consumidor recuou 0,1% em março sobre 2008. taxa de desemprego saltou para 4,8%, maior nível em quatro anos."
668,"temporão diz que chegada de vírus é inevitável, mas sem motivo para pânico: segundo o ministro, o brasil está preparado para enfrentar a gripe. fábrica no interior de sp está produzindo máscaras contra a doença."
793,duas pessoas morrem em acidente na br-232 em pernambuco: automóvel invadiu a pista contrária e bateu de frente em caminhão. carro foi arrastado e ficou pendurado em ponte.
1262,"chuva alaga cidades e destrói estradas no nordeste: no ceará e no piauí, moradores tiveram que sair de casa às pressas. no maranhão, caminhoneiros protestam contra interdição de estrada."
1782,"ônibus espacial endeavour pousa na sexta-feira pouco antes do meio-dia: nova inspeção vai checar eventuais danos ao escudo térmico da nave. após erro de abordagem, cargueiro russo se acopla à iss manualmente."
1605,"bala perdida mata menina de 13 anos em belo horizonte: tiro atingiu adolescente que levava irmã mais nova para escola. disparos foram feitos durante acerto de contas de traficantes, segundo pm."
472,"em entrevista, dilma diz que não discute sentenças do mensalão. a presidenta dilma rousseff disse em entrevista ao jornal espanhol ""el país"", publicada neste domingo, que acata as sentenças do stf (supremo tribunal federal) no julgamento do mensalão, mas ponderou que ninguém está ""acima dos erros""."
1576,"explosões em terminal de ônibus de cidade da nigéria deixam mortos. segundo agência, ao menos dez pessoas morreram nas explosões em jos. cidade fica na divisa entre o sul cristão e o norte islâmico."
1629,"mulher joga água fervendo no rosto de colega durante discussão. uma jovem de 23 anos teve o rosto queimado com água fervendo após uma briga com uma colega , de 28, na madrugada desta sexta-feira em santa luzia, na região metropolitana de belo horizonte."
963,"juiz libera us$ 4,5 bilhões para chrysler operar: empréstimo dos estados unidos e do canadá será para pagamentos. credores se posicionaram contra o acesso ao financiamento."
1229,obama mexe na agenda e faz parada por um hambúrguer: presidente e joe biden fizeram lanche na virgínia. ambos ficaram na fila como clientes comuns.
957,barragem no piauí transborda pela primeira vez: norte do piauí sofre com maior volume de chuva dos últimos 40 anos. força da água cortou estrada e abriu cratera de mais de 1 quilômetro.
1025,"tempestade sandy deixa rastro de 71 mortes no caribe, a maioria no haiti. a passagem do furacão sandy, rebaixado à categoria de tempestade, pelo caribe deixou para trás um rastro de 71 mortes."
1894,governo da colômbia confirma primeiro caso da nova gripe no país: doente é homem de 42 anos que mora próximo à capital. caso pode ser o primeiro da doença na américa do sul.
411,"diques resistiram às inundações, mas sérvia teme novas enchentes. balcãs seguem mobilizados por medo de novas inundações do rio sava. na bósnia, mais de 100 mil pessoas tiveram que deixar suas casas."
1950,"síria registra três ataques nesta segunda-feira e 57 mortos. ao menos 50 membros das forças do regime presidencial sírio morreram após um ataque de carro-bomba nesta segunda (5), na cidade de hama, no centro do país."
262,chanceler da síria é internado em caráter de emergência em beirute. walid muallem teve uma obstrução arterial. ele chegou a hospital no líbano acompanhdo de vários seguranças.
714,"polícia investiga vandalismo em biblioteca pública de cidade de ms. conforme boletim de ocorrência, houve depredação, mas não furto. prefeitura informou que danos serão consertados."
1219,falta de iluminação pública deixa moradores com medo em maceió. parte alta da cidade está com ruas totalmente escuras. moradores reclamam que a escuridão facilita ações de bandidos.
1318,"jovem é encontrado morto em terreno baldio em patos de minas. moradores do bairro alto dos caiçaras acionaram pm um dia após o crime. vítima apresentava perfurações no peito, costas e cabeça, seis no total."
536,"líder do governo no congresso diz que oposição tem ‘atitude autoritária’: ideli salvatti (pt-sc) criticou impasse sobre relatoria da cpi das ongs. lula alterou agenda para receber múcio, temer e líderes do governo."
1949,"atirador mata 12 pessoas na estreia de batman no colorado. um homem armado mascarado matou a tiros 12 pessoas e deixou cerca de 50 feridos na estreia de ""batman - o cavaleiro das trevas ressurge"" em um cinema da cidade americana de aurora, no colorado, informou nesta sexta-feira o chefe de polícia local."
998,"batida entre três caminhões na br-277 bloqueia estrada por 1h30. acidente ocorreu no quilômetro 4, ainda dentro da cidade de paranaguá, e causou interdição de 1h30 na estrada. não houve feridos na ocorrência, segundo a prf"
463,"japão tem pior queda em venda de automóveis desde 1968: número de veículos vendidos no japão caiu 28,6% em abril. foram negociados 166.365 veículos, contra 232.993 um anos antes."
1656,"operação de combate à violência em telêmaco borba prende oito pessoas. ação começou na madrugada desta sexta-feira (14), com 200 policiais. também foram apreendidas drogas, dez armas e duas bananas de dinamite."
128,"com ajuda de padrasto, mãe mata a filha de seis anos em cascavel. crime foi confessado pelo casal. corpo da menina foi encontrado na tarde desta quinta (10), em cascavel."
1035,mulher cai em cima de crocodilo e animal é hospitalizado na rússia. incidente ocorreu em van de circo a caminho da cidade de murmansk. russa de 120 kg caiu em cima do réptil após manobra brusca do veículo.
1715,"com popularidade em queda, cristina kirchner enfrenta greve de policiais. policiais da argentina iniciaram uma greve contra a redução salarial que afetou a categoria e que entrou em vigor neste mês, após um decreto do governo da presidente cristina kirchner."
608,malásia diz que imagens de satélite chinês não mostravam destroços. imagens provocaram esperanças na localização de avião desaparecido. buscas por aeronave com 239 pessoas entraram no sexto dia.
1222,judiciário vai fazer rodízio de presos em cadeias de porto alegre: objetivo é abrir mais vagas nas penitenciárias da região metropolitana. detentos vão cumprir pena com noites alternadas em casa e na cadeia.
959,"uruguaiana confirma mais uma morte pela nova gripe: vítima é homem de 45 anos que era fumante, segundo secretário. número de mortes confirmadas no país subiu para 56 nesta terça."
910,"inflação pelo ipc-s desacelera na maioria das capitais: em são paulo, o ipc-s ficou em 0,50% no dado fechado de abril. taxa teve alta no recife, em salvador e em belo horizonte."
602,premiê turco condena manifestações após funeral de adolescente. policial e manifestante morreram em protestos durante funeral. erdogan acusou autores de protestos de instaurarem o caos no país.
986,"número de casos da nova gripe sobe a 1.124, diz organização mundial da saúde: balanço anterior da agência da onu indicava 1.085 casos. doença já provocou ao menos 25 mortes no méxico e uma nos eua."
1391,polícia flagra grande quantidade de droga dentro de casa em camaçari. homem de 28 anos foi preso suspeito de liderar tráfico de drogas na cidade
13,"formiga argentina emite substâncias para evitar ser enterrada viva: sinais desaparecem uma hora após a morte do inseto, afirma estudo. com remoção das moléculas, bichos vivos vão para lixão da colônia."
1155,"starbucks abre mão de acordo com keurig green mountain. a starbucks abriu mão nesta sexta-feira, 14, de seu acordo de exclusividade com keurig green mountain, sob o qual era a única marca super premium de cápsulas de dose única para as cafeteiras da companhia."
1618,"auxílio-desemprego nos eua bate recorde pela 17ª vez: no país, número de pessoas recebem o benfício chegou a 6,788 milhões. novos pedidos por bens duráveis subiram 1,9% em abril."
1697,funcionários acusam governo do pará de favorecer madeireiros: esquema pode ter movimentado r$ 25 milhões. secretário de meio ambiente anunciou saída do cargo.
970,"russa encontra anel de diamante em salsicha. quando vi que era um anel, quase desmaiei, disse marina bugaev. polícia abriu investigação para descobrir como anel foi parar na salsicha."
335,japão quer reduzir emissão de gases para aquecer a economia: país quer combater a recessão e o aquecimento global. até tirar a gravata pode ajudar a proteger o planeta.
322,judeus e homossexuais protestam contra vinda de presidente do irã: manifestação reuniu cerca de 400 pessoas na região central de sp. mahmoud ahmadinejad deve chegar ao brasil na quarta-feira (6).
174,governo do paraná paga indenização a 45 ex-presos políticos: indenizações totalizam r$ 893 mil. presidente de comissão diz que indenizações têm valor simbólico.
1931,"americano oferece até recompensa e acha tartaruga de estimação sumida. nos três dias em que ficou desaparecida, tartaruga caminhou quase 1 km. animal voltou no domingo para casa de seu dono, no estado de michigan."
1631,"funcionária de restaurante se fantasia de cerveja para atrair clientes. cena foi registrada no festival anual sanja, em tóquio. mulher usou fantasia em formato de caneca de cerveja."
642,"violência prossegue no oeste de mianmar. pelo menos 88 pessoas morreram em outubro na onda de violência entre entre budistas e muçulmanos no oeste de mianmar, anunciaram as autoridades birmanesas."
344,barbeiro improvisa salão em abrigo temporário no maranhão: antonio silvano montou barbearia em um dos cômodos do parque de exposições que abriga vítimas da cheia do rio mearim.
259,"estatueta de gordinha sexy é mais antiga escultura do mundo, com 40 mil anos: objeto que mede apenas 6 cm vem de caverna no sudoeste da alemanha. figura de marfim de mamute pode ter servido como amuleto de fertilidade."
1803,"mãe divulga na web fotos dos filhos com armas, diz polícia: imagens mostram garotos de 12 , 13 e 16 anos simulando um assalto. ela vai responder pelo crime de apologia ao crime em campo grande."
1547,"professora é flagrada dirigindo embriagada e com bebê de 11 meses no carro. uma professora da rede pública de ensino foi flagrada dirigindo bêbada nesta quinta-feira (14/3), na praça do di, em taguatinga. a mulher estava com o filho de 11 meses no veículo."
955,"atividade da indústria de são paulo cai 1,6% em abril, aponta fiesp: queda desconsidera o ajuste sazonal das diferenças entre os meses. com o fator levado em consideração, índice teve leve alta de 0,1%."
1417,crime bárbaro de goiânia é destaque na imprensa britânica: jornais comentam julgamento de rapaz que esquartejou namorada inglesa.
1686,morador de rua é espancado com extintor em maceió: polícia disse que homem dormia na calçada quando foi agredido. quatro jovens foram presos em flagrante na madrugada desta terça.
1311,"mulher morre e hospital suspeita de dengue hemorrágica no es. caso aconteceu em linhares, no norte do estado. para médico, não há dúvidas sobre causa da morte."
1444,"ex-alunos colocam fogo em colégio estadual no interior do pr, diz polícia. vandalismo aconteceu na madrugada desta quinta-feira (25), em tapejara."
1590,"detentos fazem rebelião e colocam fogo em cadeia de mg: segundo a polícia, problema começou durante discussão entre presos. um deles sofreu queimaduras e foi levado para hospital de três pontas."
1375,"casos da nova gripe chegam a 898 em 18 países, diz oms: número de mortos permanece 20, segundo entidade. méxico e eua seguem como principais focos do vírus."
830,depoimento de marcos valério envolve lula no mensalão. o ex-presidente luiz inácio lula da silva foi acusado pelo empresário marcos valério de saber do esquema fraudlento do mensalão e de ser beneficiário das fraudes.
773,adolescente é apreendido com espingarda dentro de escola no rs. jovem de 14 anos serrou o cano da arma e a carregava na cintura. patrulha escolar da polícia militar apreendeu munição com o menino.
1121,estudante chinesa encontra camisinha dentro do prato em refeitório. uma estudante chinesa encontrou uma camisinha dentro do arroz na cafeteria de uma universidade em pequim.
1466,"mãe deixa bebê no carro na nova zelândia com bilhete: ""fazendo compras"". a polícia de porirua, na nova zelândia, decidiu não levar adiante uma investigação sobre o caso"
1242,"emirados árabes lançam ao espaço primeiro satélite do país: lançador russo levou mais 5 satélites: 2 espanhóis, 2 argentinos e 1 inglês. dubaisat 1 tem 190 kg e orbita a terra a 680 quilômetros de altura."
1305,"fiquei muito revoltada, afirma mãe de bissexual que diz ter apanhado. maisson portes, 19 anos, diz ter sido atacado duas vezes em uma semana."
1807,busto de 96 anos é encontrado dentro de açude no sertão da pb. identidade da pessoa esculpida e do artista ainda são desconhecidas. objeto está exposto para historiadores descobrirem a origem da peça.
396,"conclave surpreende ao escolher um papa argentino. após cinco reuniões, conclave chega ao fim e cardeais escolhem jorge mario bergoglio como novo líder católico."
1852,berlusconi mostra a obama estragos feitos pelo terremoto na itália: presidente americano viu os trabalhos de reconstrução na região central. eles estão em laquila para a reunião anual de cúpula do g8.
61,falsa bomba é abandonada no centro de belo horizonte: polícia foi chamada por pessoa que viu artefato em cabine telefônica. interdição de ruas em horário de pico provocou confusão no trânsito.
1685,"garimpeiro amador encontra pepita de ouro gigante na austrália. minério de 5,5 quilos avaliado em r$ 645 mil foi desenterrado em cidade onde corrida do ouro já dura 162 anos."
530,"renato faz mistério no flu, mas confirma carlinhos fora. o técnico renato gaúcho resolveu fazer mistério nesta sexta-feira após comandar o penúltimo treino do fluminense para o clássico deste domingo, contra o vasco, às 18h30, no maracanã, pela 14ª rodada do campeonato carioca."
784,"lula reassume presidência após viagem ao paraguai: josé alencar, que está internado, era o presidente em exercício. lula deve passar fim de semana em brasília."
561,"50 soldados sírios morrem em explosão de carro-bomba, diz grupo ativista. pelo menos 50 pessoas ligadas ao governo do presidente da síria, bashar al assad, morreram nesta semana."
841,lula diz não ver crime em deputado levar a mulher a brasília: presidente disse que não é contra o uso das passagens por esposas. ele inaugurou centro de neurorreabilitação no rio.
73,perito é morto por policiais militares na bahia: polícia militar informou que policiais foram recebidos a tiros. uma testemunha teria informado que o perito não atirou.
644,"irmã de carla bruni dirige e atua no filme ‘atrizes’: produção estreou neste fim de semana nos cinemas brasileiros. em seu segundo longa, cineasta foi premiada no festival de cannes."
1923,"em roma há um ano, religiosa de s. josé relembra posse de francisco. estudando na europa, patrícia souza acompanhou escolha do novo papa. eleição do cardeal jorge mario bergoglio faz um ano nesta quinta-feira (13)."
1005,dois casos de bactéria multirresistente são registrados em hospital da capital. uma bactéria com forte resistência a antibióticos foi detectada em dois pacientes em porto alegre.
1268,empresário é morto a tiros em pousada na bahia: ele agenciava carreira de artista e estava no estado há quatro meses. delegado vai investigar envolvimento da vítima com o tráfico de drogas.
380,"jornalista irano-americana roxana saberi chega a viena: vou passar alguns dias em viena, pois é um lugar tranquilo, disse. saberi estava com seu pai, sua mãe e seu irmão."
243,berlusconi é condenado e tem direitos cassados . o ex-primeiro-ministro italiano silvio berlusconi foi condenado ontem a quatro anos de prisão por fraude tributária e teve os direitos políticos cassados por cinco anos.
292,alce invade escola pela janela e causa pânico entre alunos na suécia. animal atravessou janela de instituição de ensino em molndal. estudantes e professora saíram correndo e se trancaram em outra sala.
1779,"eua aprovam uso de remédio que previne infecção pelo vírus hiv. autoridades norte-americanas aprovaram pela primeira vez o uso de um medicamento destinado a prevenir a infecção pelo vírus hiv. a droga, chamada truvada, poderá ser usada por pessoas classificadas em grupos de risco ou que mantenham relações sexuais com parceiros soropositivos."
1654,"atentados matam 15 e ferem dezenas no iraque. ao sul de bagdá, próximo à cidade de hilla, um carro-bomba em um estacionamento de um mercado movimentado matou cinco pessoas e feriu outras 35, disseram as fontes"
778,tse adia julgamento de registro de prefeito de coari (am) adail pinheiro. ministro gilmar mendes pediu vistas para analisar dois recursos. mpe e coligação pede indeferimento de registro de candidatura.
647,chinês ergue 5 kg usando apenas as pálpebras. homem suspendeu baldes de água por um minuto. performance foi realizada durante festival em shaodong.
1945,"alencar é transferido para quarto, diz boletim médico: vice foi submetido a cirurgia na sexta para tratar obstrução intestinal. médicos dizem que recuperação é considerada bastante satisfatória."
789,"50 quilos de droga são apreendidos no paraná: crack, pasta base de cocaína e haxixe estavam em caminhonete. motorista disse que receberia r$ 6 mil para levar droga a curitiba."
159,"polícia acha nove crianças abandonadas em casa de são paulo. após cerca de 20 horas, as mães das crianças chegaram a casa, por volta das 19h. segundo a pm, elas disseram que haviam saído por volta das 19h de quarta-feira para se divertir"
26,crianças morrem congeladas enquanto pais festejam ano novo. filhos do casal tinham dois e três anos e foram encontradas mortas no banheiro da casa.
1519,"supertempestade deixou pelo menos 37 mortos em nova york e número sobe para 85 nos eua. quantidade de vítimas fatais, somando países do caribe e o canadá, é de 154 devido aos temporais."
54,"vizinhos da mãe suspeita de matar bebê em natal estão com medo. muitas pessoas têm filhos pequenos, que brincam no pátio. a gente teme que ela volte aqui e seja capaz de fazer mal a qualquer um de nós"", desabafou uma moradora que não quis se identificar."
368,procurador deseja que tcu investigue todos os atos secretos do senado: marinus marsico quer devolução de recursos e punição aos responsáveis. comissão do senado faz levantamento sobre atos não publicados.
1718,"assaltante de agência bancária é morto em troca de tiros com a polícia. josé magno bastos da silva, 29 anos, teria reagido à ação do policial. ele é um dos suspeitos da explosão de caixas eletrônicos de afonso cunha."
496,"anvisa vai fazer triagem em ônibus provenientes de países sul-americanos: até agora, controle era feito apenas em portos e aeroportos. governo decidiu controlar fronteira após caso confirmado na colômbia."
158,"duque é acusado de empregar assessor no conselho de ética: assessor seria do senador e não do conselho, segundo chefe de gabinete. segundo jornal, advogado mora no rio e não dá expediente no órgão."
1351,"bactérias resistentes ameaçam mais que aquecimento global. o aumento de infecções resistentes a medicamentos é comparável à ameaça do aquecimento global, de acordo com a principal autoridade de saúde da inglaterra."
337,"homem mata mulher, fere irmão dela e rende jovem em al: segundo delegado, criminoso é ex-policial e foi agredido por vizinhos. jovem foi mantida dentro de casa por cerca de cinco horas."
1739,"ubs confirma prejuízo bilionário no primeiro trimestre: maior banco suíço perdeu us$ 1,75 bilhão no primeiro trimestre. ubs anunciou no mês passado a venda da unidade brasileira pactual."
9,"aprende-se mais com o sucesso do que com o erro, indica estudo: testes de certo e errado foram aplicados a macacos em laboratório. reação neuronal é mais forte quando teste anterior rendeu recompensa."
1837,câmeras de segurança flagram assalto a funerária no rs: ação foi acompanhada por funcionário que estava em outra loja. polícia foi acionada e prendeu assaltantes em menos de 5 minutos.
1112,"instituto diz que 119 jornalistas foram mortos em 2012 no mundo. o ipi divulgou os dados durante reunião, em viena, na áustria, promovida pela associação de editores de imprensa e pelo serviço de informações das nações unidas."
815,"colecionar insetos aguça interesse pela ciência, dizem pesquisadores: especialistas questionam leis rígidas que proíbem a prática no brasil. coleta de insetos é permitida apenas para fins científicos."
961,"padrasto espanca bebê após se irritar com choro e acaba preso em mt. irmão do bebê, de quatro anos, também era agredido pelo suspeito. tia das vítimas denunciou suspeito que foi preso em pontes e lacerda."
546,veja lista com frases e gestos de francisco que marcam seu estilo. papa criticou a mundanidade e mostrou proximidade com o homem comum. argentino completa um ano à frente da igreja católica nesta quinta (13).
1551,"enchentes deixam 90 mortos na coreia do norte. fortes chuvas passaram pela coreia do norte nesta segunda-feira, aumentando as enchentes em todo o país, que começaram na semana passada. devido ao mau tempo, 90 pessoas morreram e cerca de 60 mil ficaram desabrigadas."
717,"leão-marinho aparece na beira da lagoa dos patos, no rs. animal tem aproximadamente 35 anos e 150 kg, segundo pesquisadores."
618,"raro peixe-cavalo é flagrado nos eua. ele foi encontrado em nags head, no estado da carolina do norte. com dentes afiados, peixe-cavalo tem hábito de comer a própria espécie."
665,mp-ce recomenda que escolas não cobrem taxa extra para aluno especial. escolas não podem cobrar taxa para atender alunos especiais. mp diz que atendimento especial deve contar na planilha de custos.
214,"correção: cremer pode deixar o novo mercado. na nota enviada anteriormente, em vez do título controladores da cremer devem deixar o novo mercado, o correto é cremer deve deixar o novo mercado."
1614,incêndio deixa dezenas de feridos em nova york. pelo menos 34 pessoas se feriram em incendio em bairro residencial. fogo pode ter começado em uma casa e se espalhado em seguida.
871,"pescadores do paraná encontram tubarões em redes. animais foram capturados a cerca de 40 km da praia, em matinhos. os dois peixes pesavam cerca de 50 quilos, cada um."
1423,"obama marca cervejada dos brigões para quinta-feira na casa branca: professor negro de harvard e policial branco são pivôs do caso. com convite a envolvidos, presidente tenta encerrar polêmica racial."
1244,polícia prende homem suspeito de assaltar com arma de brinquedo. prisão foi efetuada na noite desta quinta-feira (13). policiais levaram o suspeito até a delegacia sede de praia grande.
1604,médicos da maior uti do rn estão sem lenços para enxugar as mãos. direção do hospital walfredo gurgel diz que material será providenciado. denúncia foi feita na manhã desta quinta (5) pelo sindicato da categoria.
880,"presidente lula sobrevoa área alagada no piauí: lula falará com prefeitos das regiões mais atingidas. na parte da tarde, ele estará no maranhão, outro estado afetado."
1293,"motorista atropela multidão e casal morre durante festival nos eua. suspeito de dirigir bêbado invadiu área fechada por barricadas em austin. motorista tentou fugir a pé, mas foi imobilizado por laser; 23 ficaram feridos."
1790,mais de 330 garçons disputam corrida no méxico e batem recorde. prova foi realizada no sábado na capital cidade do méxico. participantes não podiam deixar água cair durante a corrida.
731,polícia prende 16 suspeitos de tráfico de drogas em sc: grupo era investigado havia nove meses. eles também teriam envolvimento em roubos e homicídio.
1361,britânica diz ter visto avião em chamas sobre o índico. aeronave com 239 pessoas a bordo desapareceu em 8 de março. autoridades australianas investigam depoimento de navegadora.
1844,"servidores da prefeitura de goiânia fazem protesto no paço municipal. agentes de trânsito e guardas civis, que estão em greve, também participam. em geral, eles reivindicam que a data-base seja paga sem parcelamento."
733,"no ap, homens armados invadem ônibus e assaltam passageiros. suspeitos levaram a renda do coletivo, além de pertences dos passageiros. polícia realizou buscas, mas não encontrou os suspeitos."
891,polícia pede exumação do corpo de bebê e apura se houve erro médico no pi. mãe diz que médicos da maternidade evangelina rosa foram negligentes. polícia investiga se houve erro médico durante parto feito em teresina.
1306,"são paulo teve noite violenta, com 11 baleados e quatro mortos. entre as vítimas, está uma criança de cinco anos."
1549,busca por avião desaparecido se estende ao oceano índico. informação de que avião pode ter mudado de rota alterou ação de busca. marinha dos eua deslocou um de seus navios para o oceano índico.
1823,homem é preso por abusar de enteado portador de necessidades especiais. ele era procurado por mandado de prisão preventiva como suspeito de abusar de um enteado de 15 anos portador de necessidades especiais.
1742,cozinheiro confunde pesticida com tempero e envenena 21 pessoas. os investigadores determinaram que se trata de um caso de negligência.
456,"após 19 anos, representantes do setor produtivo abandonam codefat: representante do cns foi escolhido para presidência do codefat. cni, cna, cnc e consif discordaram e abandonaram o conselho."
1369,"jovem filma trem se chocando com caminhão de melancia nos eua. austin broderick registrou momento que em que trem atingiu veículo. parecia que tudo estava em câmera lenta, disse o rapaz na flórida."
1714,"garrafa jogada no mar viaja 14,5 mil km e é achada na austrália. mensagem foi lançada no mar em 2011 na inglaterra. após 16 meses, garrafa foi achada por australiano em perth."
975,"síria permitirá mais acesso a ajuda humanitária, diz unicef. funcionários dos grupos de assistência disseram que a síria ofereceu permitir a travessia de mercadorias de socorro pela passagem turca de nusaybin"
1934,"protestos marcam mais um dia de tensão no egito. no egito, o dia hoje (11) será de mais protestos contra e a favor do governo do presidente mouhamed mursi."
1079,manifestantes queimam carro em honduras: grupo pede o retorno de zelaya à presidência do país. encontro na costa rica nessa quinta pode ser início do fim da crise.
177,"japonesas hitachi e canon têm resultados abaixo do esperado: hitachi anunciou prejuízo líquido de us$ 870 milhões. lucro da canon teve queda de 84,5% no primeiro semestre."
1352,caranguejo vai parar em pizza no maranhão: nesta sexta-feira (10) será comemorado o dia da pizza. receita maranhense ficou em 7º lugar em competição entre pizzarias.
1731,"eua retiram vistos diplomáticos de 4 membros do governo interino hondurenho: medida pode ser ampliada, segundo a diplomacia americana. eua reafirmam não reconhecer governo empossado após golpe militar."
